student_ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,School
246,female,group D,bachelor's degree,standard,NA,married,sometimes,NA,0,NA,5 to 10,42,61,68,8
247,male,group D,some college,free/reduced,completed,widowed,sometimes,no,3,private,5 to 10,60,54,59,8
248,female,NA,some high school,standard,none,married,sometimes,yes,3,school_bus,5 to 10,63,59,59,8
249,female,group E,some college,standard,completed,married,sometimes,yes,1,school_bus,5 to 10,63,71,75,8
250,female,group B,bachelor's degree,standard,NA,married,sometimes,yes,0,school_bus,< 5,94,90,97,8
251,male,group E,NA,standard,none,married,regularly,yes,3,school_bus,> 10,72,66,66,8
252,male,NA,some college,standard,completed,single,sometimes,yes,1,private,< 5,85,79,78,8
253,male,group D,some high school,standard,none,married,sometimes,yes,1,school_bus,> 10,70,63,60,8
254,female,group B,some high school,standard,NA,married,regularly,yes,1,private,5 to 10,52,60,63,8
255,female,group B,NA,standard,none,married,never,no,2,school_bus,5 to 10,49,71,66,8
256,female,group E,high school,standard,none,married,regularly,yes,0,private,5 to 10,69,78,74,8
258,female,group D,associate's degree,free/reduced,NA,married,regularly,no,1,school_bus,5 to 10,81,90,90,8
259,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,2,private,5 to 10,88,76,77,8
261,male,group D,some high school,standard,none,married,never,yes,0,school_bus,< 5,54,57,51,8
262,male,NA,some high school,standard,none,single,sometimes,no,3,school_bus,< 5,74,76,70,8
263,male,group C,high school,free/reduced,none,divorced,regularly,no,3,private,5 to 10,38,39,41,8
264,female,group C,some college,free/reduced,none,single,regularly,yes,2,private,5 to 10,48,55,51,8
265,male,group A,some college,free/reduced,none,single,sometimes,yes,0,school_bus,5 to 10,57,61,59,8
266,female,group B,some college,standard,NA,married,regularly,yes,1,school_bus,NA,86,94,88,8
267,female,group E,associate's degree,free/reduced,none,married,regularly,yes,0,school_bus,< 5,87,97,92,8
268,male,group E,some high school,standard,completed,married,sometimes,no,1,school_bus,5 to 10,89,82,82,8
269,female,group C,high school,standard,completed,single,sometimes,yes,0,school_bus,5 to 10,80,100,91,8
270,female,group C,high school,free/reduced,completed,single,never,no,1,school_bus,5 to 10,53,68,69,8
271,female,group D,bachelor's degree,standard,none,single,sometimes,no,3,school_bus,> 10,82,74,85,8
272,male,group C,some college,standard,none,single,sometimes,yes,1,school_bus,< 5,53,51,44,8
273,male,group E,some college,free/reduced,none,single,sometimes,no,1,school_bus,< 5,71,61,58,8
274,male,group A,some high school,standard,completed,married,sometimes,yes,1,private,< 5,76,69,71,8
275,female,group D,some college,standard,none,married,regularly,yes,3,private,< 5,90,85,91,8
276,female,group C,high school,standard,completed,NA,regularly,yes,6,school_bus,5 to 10,76,89,92,8
277,female,group C,high school,free/reduced,none,married,regularly,yes,4,school_bus,< 5,78,81,77,8
278,female,group A,high school,free/reduced,none,divorced,sometimes,yes,2,private,NA,75,75,78,8
279,male,group E,high school,standard,none,divorced,sometimes,yes,1,school_bus,> 10,50,51,51,8
280,female,group B,high school,standard,completed,single,sometimes,yes,1,private,5 to 10,77,83,88,8
281,male,group B,some college,standard,none,single,regularly,no,1,school_bus,5 to 10,79,77,72,8
282,male,group E,some college,standard,none,married,sometimes,yes,1,private,> 10,72,66,61,8
283,male,group C,associate's degree,free/reduced,none,NA,regularly,yes,1,school_bus,NA,40,50,39,8
284,male,group E,some high school,standard,none,divorced,regularly,yes,1,school_bus,5 to 10,93,92,80,8
285,female,group C,high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,< 5,15,20,30,8
286,male,group A,some high school,standard,none,married,sometimes,no,NA,private,5 to 10,51,53,47,8
287,female,group C,associate's degree,standard,none,married,never,yes,7,school_bus,< 5,54,67,67,8
288,male,group B,some high school,standard,none,single,never,yes,1,private,NA,47,60,51,8
289,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,4,NA,> 10,51,56,57,8
290,male,group E,NA,free/reduced,none,divorced,sometimes,no,NA,school_bus,5 to 10,97,83,74,8
291,female,group C,some college,standard,none,single,sometimes,yes,2,school_bus,< 5,56,65,65,8
292,female,group A,some high school,standard,completed,divorced,sometimes,yes,0,school_bus,5 to 10,74,79,80,8
293,female,group D,master's degree,standard,none,married,regularly,yes,4,school_bus,5 to 10,82,91,91,8
294,male,group B,some college,free/reduced,none,married,sometimes,yes,4,school_bus,5 to 10,64,58,55,8
295,male,group C,some high school,free/reduced,completed,married,never,no,4,school_bus,5 to 10,50,47,44,8
296,male,group B,associate's degree,standard,none,married,never,yes,1,school_bus,5 to 10,59,65,54,8
297,male,group E,associate's degree,standard,completed,married,sometimes,yes,2,NA,< 5,87,84,81,8
298,male,group C,associate's degree,standard,none,married,regularly,yes,1,private,5 to 10,46,46,45,8
299,female,group D,some college,standard,NA,married,sometimes,no,3,NA,NA,70,78,85,8
300,female,group D,some college,standard,none,single,never,yes,4,private,< 5,59,66,70,8
301,male,group D,master's degree,standard,none,divorced,never,yes,2,NA,> 10,91,97,93,8
302,female,NA,associate's degree,standard,completed,married,sometimes,yes,1,private,5 to 10,83,94,92,8
303,female,group C,some high school,free/reduced,none,single,never,no,2,school_bus,> 10,37,53,50,8
304,male,group E,bachelor's degree,standard,none,divorced,sometimes,yes,3,NA,5 to 10,79,68,66,8
305,male,group E,some high school,standard,completed,married,regularly,yes,5,private,> 10,94,87,86,8
306,female,group D,associate's degree,free/reduced,completed,married,sometimes,yes,NA,school_bus,5 to 10,67,86,87,8
308,female,group E,master's degree,standard,NA,single,regularly,no,NA,school_bus,5 to 10,79,78,80,8
309,male,group C,bachelor's degree,free/reduced,none,single,regularly,yes,1,private,5 to 10,72,66,65,8
310,male,NA,some high school,standard,none,NA,sometimes,yes,1,private,> 10,92,89,83,8
311,male,group E,high school,standard,none,single,sometimes,yes,0,school_bus,> 10,69,62,59,8
312,female,group C,associate's degree,free/reduced,none,single,sometimes,yes,1,private,5 to 10,73,87,87,8
313,female,group B,some college,standard,completed,single,sometimes,yes,0,school_bus,5 to 10,38,48,55,8
314,female,group B,some college,free/reduced,none,married,sometimes,yes,5,school_bus,NA,57,69,70,8
315,male,group B,some college,standard,completed,married,sometimes,NA,3,private,5 to 10,70,73,70,8
316,male,group D,some high school,standard,completed,married,sometimes,no,1,school_bus,5 to 10,83,78,80,8
317,male,group C,some college,standard,none,married,regularly,yes,3,school_bus,5 to 10,84,85,85,8
318,female,group E,high school,free/reduced,none,single,NA,yes,1,school_bus,> 10,85,89,87,8
319,female,group D,some college,standard,none,widowed,regularly,yes,1,school_bus,< 5,75,83,89,8
320,male,group B,some high school,free/reduced,none,married,sometimes,yes,4,private,5 to 10,51,68,63,8
321,male,group D,some high school,free/reduced,none,married,never,no,3,school_bus,< 5,56,60,55,8
322,female,group C,high school,standard,completed,married,regularly,yes,1,school_bus,< 5,92,99,99,8
323,female,NA,some high school,free/reduced,none,divorced,never,no,3,private,5 to 10,76,82,78,8
324,male,group D,master's degree,free/reduced,completed,married,sometimes,yes,2,school_bus,5 to 10,62,70,73,8
325,female,group A,some high school,standard,none,NA,never,yes,1,school_bus,< 5,39,44,46,8
326,male,group D,some high school,free/reduced,none,married,regularly,yes,2,private,5 to 10,55,52,47,8
327,male,NA,some college,standard,none,married,regularly,yes,2,private,5 to 10,67,65,61,8
328,male,group A,bachelor's degree,standard,none,single,regularly,no,3,private,5 to 10,67,54,50,8
329,male,group C,bachelor's degree,free/reduced,none,married,never,yes,1,school_bus,NA,53,56,52,8
330,male,group A,some college,free/reduced,none,married,sometimes,NA,NA,private,< 5,76,73,72,8
331,female,group E,bachelor's degree,free/reduced,none,single,regularly,yes,2,NA,5 to 10,70,79,71,8
332,female,group B,some college,standard,completed,single,regularly,yes,4,private,< 5,67,65,75,8
333,male,group D,high school,standard,completed,divorced,regularly,yes,3,private,5 to 10,84,76,82,8
334,female,group D,some college,standard,completed,single,sometimes,yes,3,private,> 10,81,83,87,8
335,female,group B,associate's degree,standard,none,single,sometimes,no,3,private,< 5,53,57,63,8
336,female,group B,some college,free/reduced,none,married,sometimes,no,3,school_bus,5 to 10,62,79,69,8
337,female,group C,high school,free/reduced,none,married,regularly,yes,NA,NA,5 to 10,73,75,79,8
338,female,group B,bachelor's degree,standard,none,single,sometimes,no,3,school_bus,NA,80,82,85,8
339,female,group D,associate's degree,standard,completed,divorced,sometimes,yes,1,NA,5 to 10,62,77,79,8
340,female,group B,high school,standard,completed,single,sometimes,no,3,school_bus,5 to 10,69,74,72,8
341,female,group D,high school,standard,none,divorced,sometimes,yes,1,school_bus,5 to 10,54,52,53,8
342,female,group B,associate's degree,standard,none,divorced,sometimes,no,1,private,5 to 10,66,74,69,8
343,male,group E,associate's degree,standard,NA,single,regularly,yes,1,school_bus,< 5,84,79,74,8
344,male,group D,associate's degree,standard,completed,single,regularly,yes,1,private,5 to 10,81,86,85,8
345,female,NA,some college,free/reduced,none,married,regularly,no,NA,private,5 to 10,51,56,55,8
346,female,group C,some college,standard,none,divorced,never,yes,4,school_bus,> 10,58,57,56,8
347,female,group C,some high school,standard,none,single,sometimes,yes,5,NA,5 to 10,37,45,47,8
348,male,group C,some college,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,52,52,49,8
349,female,group C,high school,standard,completed,married,regularly,no,4,private,5 to 10,81,90,93,8
350,male,group D,high school,free/reduced,none,married,regularly,no,1,private,< 5,48,60,48,8
351,male,group A,high school,free/reduced,completed,married,regularly,yes,3,school_bus,5 to 10,56,68,67,8
353,male,group C,some college,standard,none,married,sometimes,yes,2,school_bus,5 to 10,73,70,67,8
354,male,group C,high school,standard,completed,divorced,never,yes,2,private,5 to 10,81,80,77,8
355,male,group C,bachelor's degree,standard,completed,married,sometimes,no,3,school_bus,> 10,94,90,91,8
356,male,group E,master's degree,free/reduced,completed,married,sometimes,yes,4,school_bus,5 to 10,76,86,84,8
357,male,group D,NA,free/reduced,none,married,never,yes,7,school_bus,> 10,77,73,65,8
358,male,group B,some high school,standard,completed,single,sometimes,no,NA,school_bus,5 to 10,47,46,46,8
359,male,group E,some college,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,93,79,78,8
360,male,group D,high school,standard,completed,married,sometimes,no,NA,school_bus,5 to 10,72,77,76,8
361,male,group B,some high school,standard,completed,married,regularly,yes,4,school_bus,5 to 10,62,60,56,8
362,female,group C,bachelor's degree,free/reduced,completed,NA,never,yes,1,school_bus,5 to 10,49,53,54,8
363,female,group C,some high school,standard,none,married,regularly,yes,2,private,< 5,59,74,62,8
364,male,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,0,school_bus,5 to 10,71,71,67,8
365,female,group B,high school,standard,none,married,regularly,no,1,school_bus,5 to 10,43,47,51,8
366,male,group D,high school,standard,none,married,regularly,yes,3,school_bus,< 5,60,51,54,8
367,female,group B,high school,free/reduced,NA,divorced,never,no,4,school_bus,< 5,36,54,43,8
368,female,group D,associate's degree,standard,completed,married,regularly,yes,1,private,5 to 10,98,100,100,8
369,female,group B,high school,standard,completed,married,regularly,yes,1,school_bus,> 10,62,67,77,8
370,female,group C,bachelor's degree,standard,NA,married,sometimes,no,1,school_bus,5 to 10,80,100,94,8
371,female,group D,NA,standard,none,single,regularly,yes,2,school_bus,5 to 10,59,64,68,8
372,female,group A,associate's degree,standard,completed,married,sometimes,no,1,school_bus,< 5,46,58,57,8
373,female,group A,high school,free/reduced,none,married,NA,yes,1,school_bus,5 to 10,54,63,57,8
374,female,group C,some college,standard,none,married,never,no,2,private,5 to 10,57,71,78,8
375,female,group C,some high school,standard,completed,married,regularly,no,6,NA,< 5,55,68,69,8
376,male,group E,master's degree,free/reduced,none,married,never,no,1,school_bus,5 to 10,71,71,71,8
377,female,group D,associate's degree,standard,completed,married,regularly,yes,4,private,5 to 10,82,89,95,8
378,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,0,school_bus,> 10,49,63,59,8
379,male,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,1,school_bus,< 5,71,74,77,8
380,male,group B,master's degree,free/reduced,NA,single,regularly,yes,0,school_bus,> 10,65,61,64,8
381,female,group B,some college,standard,completed,single,regularly,yes,3,private,5 to 10,43,57,55,8
382,male,group B,high school,free/reduced,completed,married,sometimes,yes,2,NA,> 10,61,58,61,8
383,male,group C,some high school,free/reduced,none,single,never,yes,3,private,5 to 10,39,37,35,8
384,male,group C,some college,free/reduced,completed,single,never,yes,2,school_bus,< 5,55,67,63,8
385,female,group E,associate's degree,standard,none,married,regularly,yes,0,private,5 to 10,80,80,85,8
386,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,45,46,47,8
387,male,group C,associate's degree,standard,none,married,sometimes,no,2,school_bus,5 to 10,70,69,59,8
388,male,group C,some high school,free/reduced,none,divorced,sometimes,no,1,school_bus,5 to 10,59,54,52,8
389,male,group E,high school,free/reduced,none,married,regularly,yes,2,private,< 5,76,66,69,8
390,female,group B,master's degree,standard,none,married,sometimes,no,2,private,5 to 10,39,48,47,8
391,male,group B,some high school,standard,NA,married,regularly,yes,1,private,5 to 10,74,76,78,8
392,male,group A,some high school,standard,none,single,never,no,2,school_bus,< 5,63,61,52,8
393,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,5 to 10,51,56,60,8
394,female,group A,associate's degree,standard,NA,married,sometimes,no,1,school_bus,5 to 10,90,100,100,8
395,female,group B,master's degree,standard,completed,married,sometimes,yes,1,school_bus,5 to 10,59,77,73,8
396,female,group A,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,< 5,42,45,44,8
397,male,group D,associate's degree,standard,none,NA,regularly,yes,3,school_bus,< 5,65,64,69,8
398,male,group B,associate's degree,standard,none,married,regularly,yes,1,school_bus,NA,83,79,74,8
399,female,group D,high school,free/reduced,none,married,NA,no,3,school_bus,> 10,48,63,63,8
400,male,group E,high school,standard,none,NA,regularly,yes,3,private,5 to 10,75,71,59,8
401,female,group B,some high school,standard,completed,married,sometimes,yes,4,private,5 to 10,58,65,66,8
402,female,group C,associate's degree,standard,none,divorced,sometimes,no,3,school_bus,5 to 10,95,100,97,8
403,female,group C,associate's degree,standard,none,married,regularly,yes,2,school_bus,5 to 10,97,97,93,8
